rank,char_trad,char_simp,count
1468,縮,缩,33373
1469,乏,,33301
1470,搖,摇,33293
1471,徹,彻,33230
1472,齊,齐,33206
1473,恨,,33178
1474,旗,,33157
1475,臟,脏,33099
1476,髒,脏,33099
1477,棒,,33027
1478,塔,,33007
1479,駕,驾,33005
1480,贏,赢,33002
1481,悉,,32976
1482,穆,,32972
1483,抵,,32934
1484,糊,,32901
1485,碩,硕,32841
1486,熊,,32690
1487,吳,吴,32682
1488,袋,,32623
1489,縣,县,32617
1490,液,,32580
1491,洞,,32466
1492,煉,炼,32456
1493,鍊,炼,32456
1494,迅,,32426
1495,嚇,吓,32410
1496,郵,邮,32377
1497,喊,,32376
1498,奏,,32369
1499,啦,,32360
1500,籃,篮,32331
1501,森,,32281
1502,朗,,32184
1503,衡,,32173
1504,譜,谱,32158
1505,鎮,镇,32125
1506,咱,,32056
1507,酷,,32031
1508,脂,,32029
1509,妙,,31921
1510,碎,,31911
1511,焦,,31827
1512,剪,,31766
1513,盜,盗,31735
1514,姨,,31698
1515,蜜,,31689
1516,訊,讯,31651
1517,虎,,31605
1518,緩,缓,31569
1519,扣,,31539
1520,釦,扣,31539
1521,仙,,31494
1522,姿,,31478
1523,輔,辅,31459
1524,船,,31367
1525,欣,,31319
1526,洛,,31301
1527,垃,,31278
1528,閃,闪,31251
1529,猶,犹,31154
1530,娛,娱,31147
1531,矛,,31104
1532,孕,,31081
1533,灰,,31019
1534,橫,横,31007
1535,宋,,31005
1536,耗,,30995
1537,歧,,30843
1538,尖,,30815
1539,顆,颗,30798
1540,疾,,30762
1541,賞,赏,30627
1542,彼,,30599
1543,掃,扫,30552
1544,郭,,30531
1545,毀,毁,30530
1546,燬,毁,30530
1547,嘲,,30466
1548,爹,,30373
1549,填,,30325
1550,盛,,30323
1551,奔,,30296
1552,障,,30254
1553,谷,,30204
1554,穀,谷,30204
1555,咨,,30118
1556,諮,咨,30118
1557,掙,挣,30045
1558,偽,伪,29957
1559,鋪,铺,29923
1560,植,,29807
1561,逛,,29793
1562,輛,辆,29662
1563,淺,浅,29539
1564,魅,,29489
1565,逆,,29447
1566,爬,,29401
1567,屋,,29318
1568,潤,润,29277
1569,殊,,29227
1570,峰,,29210
1571,薄,,29195
1572,屆,届,29137
1573,擬,拟,29071
1574,漲,涨,29015
1575,擦,,28980
1576,跨,,28933
1577,鎖,锁,28927
1578,貸,贷,28918
1579,廳,厅,28843
1580,仰,,28680
1581,尷,尴,28652
1582,陷,,28640
1583,姆,,28627
1584,瞎,,28598
1585,拔,,28590
1586,襲,袭,28553
1587,浮,,28538
1588,辭,辞,28361
1589,祝,,28345
1590,乳,,28340
1591,允,,28339
1592,遞,递,28313
1593,撞,,28216
1594,冊,册,28192
1595,擴,扩,28176
1596,瑪,玛,28149
1597,阻,,28131
1598,梅,,28085
1599,瓜,,28059
1600,濃,浓,27966
1601,孔,,27963
1602,珍,,27911
1603,挖,,27841
1604,訂,订,27734
1605,晒,,27722
1606,鍛,锻,27708
1607,勵,励,27703
1608,澳,,27694
1609,溼,湿,27651
1610,慘,惨,27627
1611,乘,,27618
1612,滴,,27598
1613,遭,,27552
1614,尿,,27543
1615,咬,,27471
1616,添,,27413
1617,啪,,27387
1618,幅,,27385
1619,刑,,27304
1620,氾,泛,27295
1621,泛,,27295
1622,貧,贫,27293
1623,曼,,27250
1624,督,,27236
1625,鳥,鸟,27220
1626,扔,,27197
1627,鑑,鉴,27176
1628,鑒,鉴,27176
1629,撒,,27164
1630,飾,饰,27097
1631,珠,,27070
1632,勤,,27020
1633,肚,,27014
1634,罷,罢,26998
1635,揚,扬,26937
1636,暑,,26923
1637,踏,,26861
1638,艾,,26796
1639,腹,,26736
1640,撐,撑,26710
1641,汙,污,26591
1642,循,,26510
1643,烏,乌,26486
1644,胎,,26471
1645,拆,,26459
1646,映,,26457
1647,怨,,26321
1648,櫃,柜,26285
1649,涼,凉,26281
1650,帖,,26272
1651,塑,,26266
1652,仁,,26222
1653,膽,胆,26063
1654,菲,,26006
1655,橋,桥,25999
1656,嫁,,25988
1657,腐,,25958
1658,戒,,25936
1659,瑞,,25839
1660,夾,夹,25776
1661,盟,,25747
1662,躺,,25718
1663,醉,,25707
1664,廚,厨,25704
1665,陌,,25670
1666,嘛,,25645
1667,晨,,25642
1668,勸,劝,25618
1669,皆,,25540
1670,鹿,,25497
1671,萊,莱,25495
1672,框,,25474
1673,械,,25402
1674,勒,,25375
1675,梁,,25361
1676,籍,,25307
1677,廁,厕,25285
1678,紛,纷,25206
1679,塗,涂,25161
1680,忠,,25103
1681,奈,,25062
1682,賴,赖,25054
1683,寵,宠,24979
1684,羞,,24971
1685,呢,,24953
1686,伸,,24933
1687,裁,,24900
1688,軌,轨,24816
1689,儀,仪,24813
1690,肩,,24808
1691,勁,劲,24781
1692,俠,侠,24725
1693,凌,,24713
1694,粹,,24694
1695,甘,,24685
1696,紋,纹,24663
1697,糟,,24657
1698,妥,,24630
1699,崩,,24629
1700,艦,舰,24595
1701,丹,,24564
1702,趨,趋,24553
1703,悟,,24460
1704,痘,,24459
1705,魂,,24448
1706,秦,,24394
1707,墨,,24380
1708,烤,,24358
1709,碗,,24326
1710,診,诊,24254
1711,憤,愤,24212
1712,膜,,24199
1713,拳,,24093
1714,遲,迟,24039
1715,湊,凑,24007
1716,予,,24005
1717,繞,绕,23991
1718,鼠,,23965
1719,傲,,23928
1720,謀,谋,23921
1721,奪,夺,23726
1722,胞,,23724
1723,番,,23693
1724,悠,,23651
1725,稀,,23622
1726,啡,,23568
1727,牽,牵,23522
1728,朱,,23511
1729,硃,朱,23511
1730,喬,乔,23476
1731,醬,酱,23475
1732,逗,,23472
1733,乃,,23463
1734,津,,23361
1735,紫,,23337
1736,繪,绘,23293
1737,倍,,23274
1738,彎,弯,23267
1739,崇,,23241
1740,旋,,23215
1741,曉,晓,23210
1742,池,,23207
1743,娃,,23201
1744,玻,,23178
1745,壯,壮,23162
1746,尸,,23160
1747,屍,尸,23160
1748,慕,,23108
1749,擠,挤,23072
1750,儲,储,23029
1751,跡,迹,22866
1752,嘉,,22855
1753,壇,坛,22830
1754,罈,坛,22830
1755,狼,,22745
1756,姻,,22727
1757,兔,,22691
1758,泥,,22688
1759,慎,,22677
1760,飽,饱,22646
1761,瀉,泻,22596
1762,獸,兽,22502
1763,膠,胶,22500
1764,凱,凯,22499
1765,圾,,22464
1766,裂,,22461
1767,盾,,22443
1768,熬,,22412
1769,虧,亏,22393
1770,漏,,22385
1771,虫,,22333
1772,蟲,虫,22333
1773,抬,,22310
1774,弔,吊,22285
1775,吊,,22285
1776,擾,扰,22147
1777,荒,,22111
1778,尺,,22097
1779,鄭,郑,22081
1780,眉,,22055
1781,徐,,21992
1782,聘,,21985
1783,餓,饿,21978
1784,縱,纵,21972
1785,佩,,21925
1786,獵,猎,21898
1787,斤,,21887
1788,戚,,21862
1789,慼,戚,21862
1790,怖,,21836
1791,盈,,21728
1792,閨,闺,21645
1793,覽,览,21640
1794,諷,讽,21607
1795,席,,21598
1796,蓆,席,21598
1797,鑽,钻,21533
1798,鄙,,21508
1799,癌,,21437
1800,庸,,21400
1801,悔,,21359
1802,賓,宾,21356
1803,胃,,21312
1804,寢,寝,21255
1805,慰,,21229
1806,砸,,21221
1807,扮,,21191
1808,驅,驱,21150
1809,渠,,21117
1810,曹,,21079
1811,脆,,21071
1812,氛,,21033
1813,宙,,20983
1814,寄,,20978
1815,煮,,20938
1816,賦,赋,20874
1817,脈,脉,20844
1818,裸,,20812
1819,咋,,20791
1820,抖,,20767
1821,勾,,20681
1822,荷,,20665
1823,氧,,20656
1824,氏,,20626
1825,杜,,20566
1826,盒,,20535
1827,摘,,20462
1828,幽,,20450
1829,狠,,20438
1830,汗,,20406
1831,擋,挡,20356
1832,圳,,20344
1833,敲,,20334
1834,徑,径,20292
1835,梯,,20267
1836,腸,肠,20260
1837,覆,,20260
1838,妖,,20254
1839,盆,,20202
1840,炎,,20169
1841,眠,,20134
1842,貪,贪,20114
1843,扭,,20079
1844,寸,,20077
1845,澤,泽,20066
1846,恢,,20024
1847,抹,,19995
1848,帽,,19977
1849,喪,丧,19959
1850,宅,,19950
1851,屈,,19914
1852,踩,,19776
1853,脾,,19743
1854,璃,,19738
1855,燃,,19706
1856,辨,,19680
1857,虐,,19668
1858,邪,,19667
1859,棋,,19568
1860,蠢,,19527
1861,莊,庄,19507
1862,姥,,19499
1863,貢,贡,19431
1864,劣,,19407
1865,鄰,邻,19395
1866,鳳,凤,19385
1867,滋,,19371
1868,呀,,19333
1869,促,,19324
1870,賠,赔,19305
1871,卓,,19248
1872,井,,19205
1873,債,债,19182
1874,歪,,19063
1875,盲,,19032
1876,仇,,19011
1877,奉,,19007
1878,騷,骚,18953
1879,朵,,18928
1880,欠,,18848
1881,磚,砖,18825
1882,綁,绑,18815
1883,卑,,18743
1884,瓣,,18738
1885,疆,,18735
1886,奸,,18722
1887,姦,奸,18722
1888,謹,谨,18660
1889,錘,锤,18658
1890,翼,,18642
1891,飄,飘,18614
1892,餅,饼,18599
1893,躲,,18595
1894,坡,,18590
1895,踐,践,18556
1896,猛,,18544
1897,鋒,锋,18524
1898,耀,,18490
1899,貿,贸,18454
1900,憂,忧,18417
1901,窩,窝,18415
1902,哎,,18355
1903,衰,,18351
1904,桃,,18349
1905,嬌,娇,18342
1906,裙,,18300
1907,摔,,18284
1908,劑,剂,18283
1909,壽,寿,18244
1910,返,,18198
1911,甩,,18163
1912,捷,,18159
1913,誕,诞,18139
1914,浙,,18123
1915,炫,,18107
1916,踢,,18092
1917,榜,,18088
1918,稿,,18034
1919,耍,,18021
1920,攤,摊,18012
1921,羽,,18011
1922,腔,,17932
1923,賭,赌,17884
1924,罰,罚,17808
1925,沿,,17805
1926,堪,,17766
1927,羨,羡,17679
1928,丈,,17676
1929,杭,,17668
1930,豔,艳,17649
1931,惠,,17647
1932,辱,,17581
1933,哦,,17553
1934,喂,,17479
1935,餵,喂,17479
1936,尬,,17467
1937,磁,,17443
1938,齒,齿,17416
1939,串,,17394
1940,函,,17389
1941,愚,,17366
1942,諒,谅,17358
1943,埋,,17307
1944,跌,,17286
1945,奴,,17283
1946,蕩,荡,17259
1947,盪,荡,17259
1948,臭,,17252
1949,殖,,17208
1950,宏,,17203
1951,撲,扑,17189
1952,遙,遥,17184
1953,悶,闷,17168
1954,恥,耻,17043
1955,跪,,17018
1956,欄,栏,16910
1957,賊,贼,16823
1958,券,,16821
1959,躍,跃,16819
1960,伏,,16817
1961,恆,恒,16817
1962,糧,粮,16793
1963,援,,16755
1964,舌,,16748
1965,岸,,16736
1966,掏,,16729
1967,寂,,16687
1968,礙,碍,16682
1969,忌,,16655
1970,乖,,16624
1971,赤,,16617
1972,勉,,16598
1973,糕,,16571
1974,瓦,,16567
1975,愉,,16529
1976,擅,,16522
1977,肅,肃,16497
1978,泄,,16495
1979,郎,,16464
1980,娜,,16455
1981,扶,,16446
1982,倉,仓,16415
1983,玄,,16404
1984,渴,,16402
1985,艱,艰,16379
1986,瀏,浏,16339
1987,掩,,16325
1988,屎,,16298
1989,屠,,16280
1990,傅,,16278
1991,敘,叙,16275
1992,脣,唇,16262
1993,霧,雾,16238
1994,桿,杆,16190
1995,媳,,16184
1996,嘆,叹,16178
1997,懸,悬,16127
1998,砍,,16123
1999,顛,颠,16094
2000,捧,,16080
2001,猴,,16055
2002,鹽,盐,16037
2003,遮,,16033
2004,趁,,15979
2005,惑,,15946
2006,憐,怜,15893
2007,菌,,15860
2008,泳,,15852
2009,遷,迁,15772
2010,箭,,15761
2011,匹,,15757
2012,蘿,萝,15734
2013,邦,,15726
2014,催,,15724
2015,災,灾,15721
2016,謠,谣,15683
2017,誘,诱,15640
2018,暢,畅,15631
2019,隆,,15626
2020,粒,,15585
2021,卸,,15571
2022,慧,,15566
2023,塵,尘,15559
2024,嗎,吗,15553
2025,渾,浑,15549
2026,撿,捡,15507
2027,俱,,15431
2028,懼,惧,15431
2029,凶,,15397
2030,兇,凶,15397
2031,駛,驶,15394
2032,疊,叠,15385
2033,殼,壳,15319
2034,貫,贯,15274
2035,泉,,15266
2036,腫,肿,15213
2037,勿,,15195
2038,葩,,15167
2039,吾,,15147
2040,獄,狱,15141
2041,茫,,15114
2042,爐,炉,15113
2043,矯,矫,15107
2044,愈,,15062
2045,癒,愈,15062
2046,澡,,15034
2047,襯,衬,14985
2048,蒸,,14978
2049,役,,14927
2050,蹲,,14835
2051,浩,,14828
2052,遵,,14822
2053,黎,,14787
2054,挨,,14735
2055,捱,挨,14735
2056,臣,,14731
2057,舅,,14707
2058,堵,,14692
2059,詹,,14649
2060,淫,,14624
2061,桶,,14620
2062,奢,,14608
2063,侶,侣,14578
2064,廉,,14548
2065,涯,,14527
2066,卵,,14525
2067,溜,,14519
2068,吻,,14480
2069,膩,腻,14454
2070,灌,,14449
2071,葡,,14442
2072,歉,,14437
2073,赫,,14429
2074,晉,晋,14386
2075,墊,垫,14360
2076,譽,誉,14350
2077,懵,,14342
2078,霍,,14322
2079,輿,舆,14321
2080,御,,14271
2081,禦,御,14271
2082,頗,颇,14250
2083,汪,,14242
2084,洪,,14230
2085,礦,矿,14201
2086,紐,纽,14170
2087,嘿,,14161
2088,攜,携,14143
2089,悅,悦,14095
2090,埃,,14066
2091,謙,谦,14013
2092,轟,轰,14008
2093,拾,,13996
2094,蒼,苍,13967
2095,振,,13947
2096,肝,,13910
2097,鄧,邓,13894
2098,疲,,13889
2099,娶,,13857
2100,犧,牺,13857
2101,叛,,13855
2102,伍,,13823
2103,貶,贬,13805
2104,召,,13790
2105,燕,,13789
2106,晰,,13780
2107,晶,,13767
2108,涵,,13718
2109,淋,,13711
2110,膝,,13669
2111,縫,缝,13639
2112,渡,,13636
2113,撩,,13615
2114,彌,弥,13613
2115,瀰,弥,13613
2116,遜,逊,13607
2117,莉,,13572
2118,凍,冻,13520
2119,悄,,13492
2120,痴,,13454
2121,朴,,13429
2122,樸,朴,13429
2123,竹,,13426
2124,鴨,鸭,13422
2125,蔣,蒋,13383
2126,鳴,鸣,13354
2127,孝,,13352
2128,呈,,13347
2129,驕,骄,13325
2130,昏,,13287
2131,賈,贾,13285
2132,蛇,,13275
2133,耶,,13264
2134,肺,,13258
2135,慈,,13248
2136,盯,,13221
2137,昆,,13212
2138,崑,昆,13212
2139,償,偿,13208
2140,妄,,13199
2141,綱,纲,13198
2142,董,,13197
2143,斥,,13156
2144,疫,,13144
2145,契,,13109
2146,垂,,13069
2147,葛,,13047
2148,凝,,13040
2149,頸,颈,13036
2150,輝,辉,13030
2151,魏,,12997
2152,狐,,12968
2153,巾,,12931
2154,棉,,12916
2155,汁,,12883
2156,剝,剥,12856
2157,乙,,12846
2158,址,,12779
2159,椅,,12774
2160,籌,筹,12767
2161,灑,洒,12738
2162,措,,12719
2163,俊,,12718
2164,蓮,莲,12708
2165,臂,,12700
2166,賢,贤,12627
2167,嗯,,12586
2168,牲,,12579
2169,堡,,12549
2170,妨,,12535
2171,拓,,12525
2172,脖,,12523
2173,嬰,婴,12496
2174,濾,滤,12487
2175,哀,,12457
2176,纏,缠,12436
2177,哄,,12432
2178,鬨,哄,12432
2179,暈,晕,12431
2180,疏,,12418
2181,柯,,12409
2182,惹,,12404
2183,賤,贱,12389
2184,弗,,12365
2185,潰,溃,12361
2186,柱,,12323
2187,叉,,12292
2188,豫,,12283
2189,扇,,12276
2190,廈,厦,12270
2191,萄,,12268
2192,蒂,,12265
2193,桑,,12245
2194,沈,,12228
2195,瀋,沈,12228
2196,邁,迈,12171
2197,夕,,12167
2198,煎,,12159
2199,錦,锦,12159
2200,彫,雕,12094
2201,雕,,12094
2202,捐,,12072
2203,浴,,12066
2204,蟹,,12022
2205,巔,巅,11993
2206,袖,,11982
2207,沾,,11975
2208,霑,沾,11975
2209,寺,,11974
2210,蜂,,11947
2211,臘,腊,11850
2212,籠,笼,11837
2213,潑,泼,11835
2214,芝,,11829
2215,軸,轴,11804
2216,柴,,11779
2217,矩,,11740
2218,牢,,11734
2219,姜,,11729
2220,薑,姜,11729
2221,龐,庞,11713
2222,侯,,11692
2223,睜,睁,11680
2224,岳,,11673
2225,嶽,岳,11673
2226,駁,驳,11604
2227,揭,,11577
2228,晃,,11573
2229,逢,,11562
2230,嘻,,11559
2231,駐,驻,11521
2232,捕,,11512
2233,撥,拨,11490
2234,戳,,11488
2235,禍,祸,11437
2236,肪,,11434
2237,挽,,11419
2238,輓,挽,11419
2239,吞,,11406
2240,勃,,11374
2241,恭,,11350
2242,陶,,11324
2243,粵,粤,11321
2244,披,,11316
2245,矮,,11313
2246,扒,,11301
2247,毅,,11262
2248,犬,,11257
2249,愧,,11237
2250,釣,钓,11193
2251,椒,,11181
2252,罐,,11180
2253,撫,抚,11162
2254,墓,,11156
2255,撤,,11136
2256,狹,狭,11126
2257,削,,11124
2258,斜,,11108
2259,喚,唤,11073
2260,燙,烫,11056
2261,蔡,,11050
2262,柏,,11049
2263,漠,,11041
2264,碑,,11034
2265,闊,阔,11026
2266,柳,,10996
2267,弦,,10995
2268,絃,弦,10995
2269,昂,,10964
2270,痕,,10943
2271,蝦,虾,10915
2272,沃,,10883
2273,捏,,10879
2274,刮,,10877
2275,颳,刮,10877
2276,丫,,10864
2277,劫,,10859
2278,曝,,10856
2279,瑟,,10790
2280,牧,,10751
2281,腎,肾,10744
2282,囊,,10713
2283,綿,绵,10705
2284,諧,谐,10700
2285,袁,,10670
2286,咸,,10649
2287,鹹,咸,10649
2288,敦,,10597
2289,衷,,10581
2290,仗,,10562
2291,盧,卢,10559
2292,碧,,10554
2293,捉,,10544
2294,咳,,10512
2295,咪,,10490
2296,啤,,10484
2297,刊,,10482
2298,販,贩,10473
2299,槓,杠,10456
2300,丸,,10452
2301,枯,,10428
2302,儒,,10418
2303,巡,,10397
2304,檻,槛,10378
2305,哇,,10376
2306,旺,,10364
2307,舔,,10348
2308,櫻,樱,10322
2309,僧,,10313
2310,趴,,10295
2311,銅,铜,10269
2312,碳,,10231
2313,昧,,10217
2314,瓷,,10194
2315,蔽,,10192
2316,肢,,10162
2317,岩,,10098
2318,巖,岩,10098
2319,掘,,10082
2320,瑣,琐,10073
2321,帳,帐,10063
2322,躁,,10040
2323,匆,,10026
2324,筋,,10002
2325,蕭,萧,9944
2326,脅,胁,9921
2327,襪,袜,9919
2328,弊,,9918
2329,攔,拦,9916
2330,衍,,9907
2331,纖,纤,9907
2332,梳,,9904
2333,押,,9894
2334,鈴,铃,9891
2335,膏,,9859
2336,僵,,9836
2337,霜,,9829
2338,腺,,9821
2339,棍,,9784
2340,卜,,9782
2341,蔔,卜,9782
2342,椎,,9775
2343,塌,,9763
2344,煤,,9762
2345,苗,,9761
2346,昌,,9735
2347,馳,驰,9721
2348,獅,狮,9715
2349,剎,刹,9683
2350,拐,,9672
2351,枴,拐,9672
2352,芬,,9663
2353,孟,,9647
2354,螺,,9640
2355,帕,,9625
2356,吼,,9623
2357,鵝,鹅,9617
2358,枝,,9609
2359,揣,,9609
2360,輻,辐,9598
2361,憾,,9567
2362,蔬,,9523
2363,嫉,,9502
2364,玫,,9425
2365,釐,厘,9411
2366,爵,,9404
2367,浸,,9399
2368,畏,,9387
2369,拯,,9375
2370,剖,,9363
2371,捂,,9337
2372,蹦,,9323
2373,豈,岂,9317
2374,笨,,9310
2375,斑,,9279
2376,衫,,9278
2377,侮,,9249
2378,祭,,9234
2379,徽,,9225
2380,歹,,9223
2381,韋,韦,9185
2382,佬,,9167
2383,惱,恼,9147
2384,耽,,9132
2385,篩,筛,9085
2386,膀,,9075
2387,氓,,9071
2388,馮,冯,9034
2389,瑜,,9030
2390,濫,滥,9024
2391,禪,禅,9019
2392,栗,,9013
2393,慄,栗,9013
2394,蹈,,9012
2395,肆,,9007
2396,菩,,8967
2397,稚,,8957
2398,梗,,8932
2399,罩,,8914
2400,慌,,8908
2401,遼,辽,8883
2402,飢,饥,8865
2403,饑,饥,8865
2404,湧,涌,8852
2405,廷,,8846
2406,嫩,,8824
2407,銳,锐,8788
2408,侃,,8778
2409,肖,,8776
2410,藤,,8767
2411,枕,,8756
2412,愁,,8733
2413,泌,,8722
2414,芳,,8715
2415,寡,,8713
2416,薇,,8708
2417,詐,诈,8662
2418,繩,绳,8656
2419,裔,,8643
2420,崛,,8632
2421,淪,沦,8621
2422,瞧,,8620
2423,佐,,8618
2424,懲,惩,8571
2425,黛,,8563
2426,莎,,8557
2427,鑰,钥,8551
2428,叨,,8502
2429,枚,,8500
2430,雇,,8498
2431,僱,雇,8498
2432,斬,斩,8471
2433,辜,,8466
2434,墮,堕,8465
2435,韻,韵,8464
2436,桂,,8463
2437,翹,翘,8455
2438,偵,侦,8449
2439,挫,,8437
2440,憲,宪,8434
2441,癮,瘾,8420
2442,陵,,8415
2443,妮,,8357
2444,鼎,,8354
2445,寨,,8351
2446,撈,捞,8336
2447,侈,,8333
2448,薛,,8318
2449,菊,,8310
2450,碾,,8308
2451,翔,,8301
2452,裹,,8293
2453,兮,,8271
2454,遂,,8266
2455,曖,暧,8263
2456,寞,,8228
2457,鴻,鸿,8221
2458,霉,,8199
2459,黴,霉,8199
2460,脊,,8184
2461,蕾,,8184
2462,卦,,8179
2463,擎,,8170
2464,竊,窃,8142
2465,慨,,8123
2466,闖,闯,8120
2467,誓,,8109
2468,蔥,葱,8099
2469,闡,阐,8077
2470,嗓,,8076
2471,宵,,8044
2472,靖,,8044
2473,蓄,,8032
2474,謊,谎,8031
2475,歇,,8022
2476,舟,,8020
2477,夷,,7970
2478,巫,,7963
2479,祥,,7963
2480,扛,,7956
2481,絨,绒,7942
2482,沫,,7937
2483,驟,骤,7917
2484,攪,搅,7907
2485,贈,赠,7897
2486,仲,,7890
2487,拌,,7877
2488,晴,,7875
2489,呂,吕,7860
2490,濱,滨,7857
2491,熙,,7836
2492,猥,,7832
2493,伐,,7814
2494,噪,,7813
2495,俺,,7808
2496,崔,,7788
2497,龜,龟,7754
2498,傘,伞,7751
2499,趟,,7733
2500,蚊,,7729
2501,弓,,7689
2502,愣,,7684
2503,兜,,7662
2504,癢,痒,7662
2505,燥,,7656
2506,脹,胀,7625
2507,蹤,踪,7595
2508,爪,,7584
2509,紗,纱,7563
2510,玲,,7559
2511,溢,,7543
2512,妒,,7539
2513,逸,,7518
2514,敷,,7512
2515,壟,垄,7489
2516,匪,,7482
2517,蓉,,7475
2518,喻,,7470
2519,扁,,7464
2520,噩,,7458
2521,澀,涩,7449
2522,戈,,7447
2523,釘,钉,7420
2524,茲,兹,7409
2525,瑰,,7407
2526,琢,,7373
2527,裕,,7372
2528,詭,诡,7368
2529,酬,,7360
2530,芒,,7341
2531,茄,,7314
2532,陀,,7312
2533,秩,,7312
2534,屑,,7304
2535,瘤,,7304
2536,漆,,7293
2537,譬,,7270
2538,浦,,7267
2539,郊,,7260
2540,攀,,7255
2541,葬,,7233
2542,汰,,7229
2543,逝,,7214
2544,溶,,7170
2545,廟,庙,7152
2546,雀,,7133
2547,隸,隶,7107
2548,搏,,7086
2549,廂,厢,7079
2550,署,,7058
2551,磕,,7048
2552,穎,颖,7048
2553,婊,,7041
2554,丘,,7040
2555,辟,,7031
2556,闢,辟,7031
2557,陝,陕,7030
2558,伽,,7028
2559,臀,,7026
2560,湘,,7015
2561,凰,,7014
2562,兌,兑,7002
2563,哼,,6997
2564,劈,,6972
2565,潘,,6969
2566,撼,,6964
2567,姚,,6955
2568,罕,,6950
2569,筒,,6946
2570,蝶,,6939
2571,俯,,6930
2572,寓,,6922
2573,挪,,6889
2574,膨,,6874
2575,錫,锡,6871
2576,胳,,6867
2577,宰,,6856
2578,拘,,6845
2579,啃,,6825
2580,姬,,6822
2581,咒,,6814
2582,澱,淀,6806
2583,媚,,6791
2584,虹,,6789
2585,巷,,6773
2586,灘,滩,6773
2587,亭,,6769
2588,砂,,6749
2589,淵,渊,6722
2590,赴,,6701
2591,啞,哑,6688
2592,鷹,鹰,6678
2593,叢,丛,6671
2594,渲,,6649
2595,曰,,6641
2596,閣,阁,6620
2597,豎,竖,6620
2598,乞,,6586
2599,餃,饺,6583
2600,苟,,6578
2601,甄,,6578
2602,凸,,6566
2603,屢,屡,6545
2604,棟,栋,6530
2605,漁,渔,6530
2606,梨,,6529
2607,蒜,,6495
2608,醋,,6490
2609,冤,,6489
2610,揉,,6463
2611,婉,,6434
2612,彭,,6431
2613,募,,6428
2614,慫,怂,6414
2615,顫,颤,6413
2616,履,,6407
2617,贅,赘,6392
2618,蠟,蜡,6376
2619,稻,,6358
2620,黏,,6343
2621,喉,,6339
2622,嗚,呜,6334
2623,嘩,哗,6330
2624,譁,哗,6330
2625,鉛,铅,6328
2626,燦,灿,6326
2627,沸,,6305
2628,畜,,6293
2629,賀,贺,6292
2630,冥,,6291
2631,墜,坠,6291
2632,乒,,6259
2633,坊,,6252
2634,剃,,6232
2635,瀟,潇,6223
2636,昭,,6219
2637,橙,,6212
2638,漿,浆,6202
2639,咽,,6199
2640,嚥,咽,6199
2641,蘆,芦,6194
2642,饅,馒,6167
2643,滲,渗,6149
2644,嚷,,6138
2645,韌,韧,6101
2646,摧,,6086
2647,搓,,6062
2648,盼,,6060
2649,濤,涛,6055
2650,軒,轩,6048
2651,嶺,岭,6044
2652,驢,驴,6043
2653,腕,,6040
2654,耕,,5987
2655,蜀,,5977
2656,滬,沪,5967
2657,匙,,5950
2658,勻,匀,5926
2659,揍,,5923
2660,喘,,5921
2661,壺,壶,5920
2662,澄,,5902
2663,嗨,,5886
2664,烘,,5839
2665,薯,,5825
2666,廊,,5805
2667,猩,,5805
2668,窄,,5796
2669,筷,,5781
2670,殿,,5754
2671,匠,,5752
2672,嚼,,5731
2673,遣,,5727
2674,嚶,嘤,5719
2675,蟻,蚁,5714
2676,妃,,5713
2677,嫖,,5712
2678,橡,,5701
2679,耿,,5700
2680,煽,,5696
2681,拎,,5691
2682,寥,,5678
2683,鴉,鸦,5676
2684,恕,,5665
2685,琳,,5657
2686,惶,,5654
2687,皂,,5653
2688,恍,,5641
2689,奕,,5638
2690,皺,皱,5638
2691,倡,,5627
2692,誼,谊,5623
2693,翅,,5616
2694,膊,,5614
2695,鞭,,5586
2696,辰,,5576
2697,蛤,,5547
2698,陋,,5538
2699,頒,颁,5522
2700,泊,,5521
2701,銘,铭,5518
2702,佣,,5495
2703,傭,佣,5495
2704,訝,讶,5446
2705,榨,,5444
2706,碌,,5438
2707,凳,,5434
2708,螞,蚂,5429
2709,宴,,5394
2710,掀,,5391
2711,釀,酿,5383
2712,淮,,5358
2713,霾,,5345
2714,艇,,5338
2715,橘,,5338
2716,畸,,5334
2717,瞞,瞒,5317
2718,艙,舱,5313
2719,芙,,5312
2720,艘,,5310
2721,傍,,5306
2722,塢,坞,5300
2723,腥,,5289
2724,苛,,5286
2725,蓬,,5262
2726,瞄,,5251
2727,妞,,5250
2728,蛙,,5248
2729,莓,,5246
2730,搗,捣,5224
2731,滯,滞,5219
2732,噓,嘘,5198
2733,嘟,,5196
2734,旨,,5195
2735,欽,钦,5149
2736,豹,,5144
2737,糙,,5132
2738,杉,,5119
2739,唧,,5119
2740,缸,,5116
2741,淹,,5114
2742,貞,贞,5108
2743,澆,浇,5106
2744,嘮,唠,5100
2745,瑕,,5097
2746,刃,,5096
2747,荊,荆,5087
2748,嵌,,5067
2749,粥,,5065
2750,燉,炖,5055
2751,坎,,5052
2752,誦,诵,5051
2753,霞,,5050
2754,拽,,5048
2755,氫,氢,5039
2756,芭,,5027
2757,煌,,5027
2758,酵,,5017
2759,吟,,5016
2760,穴,,5004
2761,撇,,4985
2762,噸,吨,4978
2763,駝,驼,4973
2764,猿,,4972
2765,捆,,4971
2766,綑,捆,4971
2767,彥,彦,4968
2768,茅,,4951
